site,date,personnel,ploidy,line,bag,height
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,36
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,40
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,38
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,21,59
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,51
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,77
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,64
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,59
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,53
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,49
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,45
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,49
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,27,43
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,69
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,74
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,60
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,60
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,50
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,50
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,58
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,58
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,HNRY,107,51
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,84
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,82
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,58
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,34
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,59
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,76
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,68
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,68
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,70
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,59
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,22,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,43
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,59
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,49
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,54
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,72
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,73
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,62
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,70
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,44
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,46
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,102,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,89
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,62
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,78
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,79
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,71
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,49
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,46
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,74
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,87
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,76
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,44
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,69
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,60
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,71
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,HNRY,108,69
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,69
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,68
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,72
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,69
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,59
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,54
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,53
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,60
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,54
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,51
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,52
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,50
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,51
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,23,44
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,71
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,58
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,49
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,52
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,52
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,53
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,29,50
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,71
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,78
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,64
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,65
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,62
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,64
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,64
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,60
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,54
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,69
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,82
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,61
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",2N,NC,109,40
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,85
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,72
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,68
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,94
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,83
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,82
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,72
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,106
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,83
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,82
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,76
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,52
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,63
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,55
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,52
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,76
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,76
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,10,82
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,102
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,91
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,83
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,78
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,76
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,81
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,82
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,73
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,60
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,64
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,72
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,70
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,80
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,58
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,48
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,25,71
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,93
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,81
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,83
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,79
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,78
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,78
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,66
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,72
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,67
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,75
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,70
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,64
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,54
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,56
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,57
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,52
Nelson Bay,5/23/2022,"Jonathan, Jacob, Annie",3N,NC,105,53
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,68
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,70
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,61
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,70
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,61
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,63
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,69
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,57
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,63
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,59
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,59
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,60
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,58
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,53
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,52
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,52
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,44
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,17,45
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,68
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,60
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,52
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,61
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,58
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,45
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,62
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,49
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,51
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,69
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,55
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,46
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,51
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,60
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,58
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,44
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,56
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,49
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,65,53
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,72
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,76
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,59
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,73
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,59
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,66
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,65
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,63
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,51
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,52
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,54
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,51
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,58
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,62
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,44
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,46
Pasture Point,5/25/2022,"Jonathan, Jacob  ",2N,HNRY,76,52
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,83
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,82
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,74
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,74
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,69
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,72
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,60
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,74
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,61
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,51
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,51
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,63
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,62
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,59
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,57
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,65
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,85,61
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,70
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,80
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,59
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,79
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,71
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,65
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,56
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,57
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,69
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,58
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,56
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,70
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,50
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,55
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,61
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,64
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,47
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,87,52
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,86
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,80
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,86
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,85
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,76
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,76
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,75
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,73
Pasture Point,5/25/2022,"Jonathan, Jacob  ",3N,HNRY,97,67
